# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

WHM Name,WH Name,WH ID,Address,District,State,Capacity(in MT),Registration Date,Registration Valid Upto,Contact No.,Status,Remarks
AMRITAY MANTHAN INDUSTRIES PRIVATE LIMITED,AMRITAY MANTHAN INDUSTRIES PRIVATE LIMITED,4556910,"AARAJI NO 1665,1664, VIllage ,Suwania ,Teh -Gangrar, Dis CHITTORGARH,",Chittorgarh,Rajasthan,2948,31-Jan-2026,31-Jan-2031,8441891348,Inactive,INSUFFICIENT INSURANCE
anand kanwar,Shiv Agro Industries,6679682,"plot no 83-84, RIICO Ind. Area, Mathania",Jodhpur,Rajasthan,2850,22-Jul-2024,01-Aug-2029,7742256939,Active,
ANANT AGARWAL,ANANT AGRI STORAGE,6744395,"KHASRA NO 503/282, BEHIND RIICO INDUSTRIES AREA, VILLAGE GOGELAW",Nagaur,Rajasthan,4497,24-Jun-2023,23-Jun-2028,7230007118,Active,
ANANT AGARWAL,ANANT AGRI STORAGE,6668883,"KHASRA NO 503/282, BEHIND RIICO INDUSTRIES AREA, VILLAGE GOGELAW",Nagaur,Rajasthan,5031,30-Dec-2022,29-Dec-2027,7230007118,Active,
Anaro Devi,Pradeep Agro Warehouse,6677975,"Kharsa No. 2208, 2209, 2211, 2212, Mathura Road",Bharatpur,Rajasthan,5995,27-Jan-2023,26-Jan-2028,9414023492,Inactive,INSUFFICIENT INSURANCE
Anil agarwal,ANIL WAREHOUSE,7130941,"AARAJI NO 19/2,JORAWARPUR CHOURAHA, SHAHPURA ROAD,TEHSIL BANERA",Bhilwara,Rajasthan,4349,13-Aug-2025,12-Aug-2030,9413359471,Inactive,INSUFFICIENT INSURANCE
ANIL PANWAR,WHITE SAFFRON ENTEPRISES,6869762,"NAVKAR WAREHOUSE, KHASRA NO- 224, 225/4, 205/4, NH-15, SHRI GANGANAGAR ROAD, KHARA-BIKANER",Bikaner,Rajasthan,2577,22-Feb-2024,21-Feb-2029,8005647237,Inactive,INSUFFICIENT INSURANCE
Anita Gupta,Anita Gupta warehouse,7118524,"Chak 12 o Sri Karanpur,",Ganganagar,Rajasthan,4375,23-Jul-2025,22-Jul-2030,9314655555,Inactive,INSUFFICIENT INSURANCE
ANITA MEENA,ANITA MEENA P.E.G. GODOWN & M/S ANU WAREHOUSE,7006927,"KHASRA No.- 152, 151/1, CHAWADIYA, JADAN ROAD, MARWAR JUNCTION",Pali,Rajasthan,10000,01-Jan-2025,31-Dec-2029,9799800900,Active,
ANITA NAGPAL,Anita Nagpal,4573174,"chak 87 GB, Anupgarh",Ganganagar,Rajasthan,5542,30-Jun-2026,30-Jun-2031,9414092269,Active,
Ankita Goyal,ANKITA GOYAL,7156862,"KHASRA NO 1919/1236, NOHARO KI DHANI VILL JAIRAMPURA TEH KHANDELA, JAIRAMPURA",Sikar,Rajasthan,6720,26-Sep-2025,25-Sep-2030,9828115599,Inactive,INSUFFICIENT INSURANCE
ANMOL QUALITY WEARHOUSE,ANMOL QUALITY WAREHOUSE,7055619,"KHASRA NO.74,77 VILLAGE TIKAWADA ,TEH. KISHANGARH,",Ajmer,Rajasthan,5533,27-Mar-2025,26-Mar-2030,9414011580,Inactive,INSUFFICIENT INSURANCE
Annpurna Warehousing,Annpurna Warehousing,6759690,"Opp. Ganesh Mandir, Suratgarh Road, NH-62, Village 2 HH II, Netewala",Ganganagar,Rajasthan,11000,19-Jul-2023,18-Jul-2028,9414432538,Inactive,INSUFFICIENT INSURANCE
ANNU AGROTECH PRIVATE LIMITED,ANU AGROTECH PRIVATE LIMITED,7173156,"CS01, KRISHI UPAJ MANDI, BARAN, DISTRICT- BARAN",Baran,Rajasthan,5774,27-Nov-2025,26-Nov-2030,7727010439,Active,
ANUPREKSHA AGROTECH PRIVATE LIMITED,ANUPREKSHA AGROTECH PVT LTD,7128069,"NO 200, 1042/200, 1092/216, GRAM SUNDLAK, TEHSIL BARAN",Baran,Rajasthan,5095,12-Aug-2025,11-Aug-2030,7727010439,Inactive,INSUFFICIENT INSURANCE
ARVIND AGARWAL,ANANT WAREHOUSE,6703268,"ANANT WAREHOUSE, KHASRA NO 503/282, BEHIND RIICO INDUSTRIES AREA, VILLAGE GOGELAW",Nagaur,Rajasthan,4275,31-Mar-2023,30-Mar-2028,9414118248,Inactive,INSUFFICIENT INSURANCE
ARVIND AGARWAL,ANANT WAREHOUSE,6701551,"ANANT WAREHOUSE, KHASRA NO 503/282, BEHIND RIICO INDUSTRIES AREA, VILLAGE GOGELAW",Nagaur,Rajasthan,4275,28-Mar-2023,27-Mar-2028,9414118248,Inactive,INSUFFICIENT INSURANCE
ARVIND MEENA,ARVIND KUMAR MEENA,6904239,"Khasra No.- 2001/1558, Village - Bijauli, Talabsahi,",Dholpur,Rajasthan,6720,02-Apr-2024,01-Apr-2029,9799525525,Inactive,INSUFFICIENT INSURANCE
ASHOK DOGRA,ASHOK KUMAR DOGRA,7163520,"khasara no 1226/1207,VILLAGE KUNWARTI DIST-BUNDI,",Bundi,Rajasthan,5650,24-Oct-2025,23-Oct-2030,9829230037,Active,
Ashok Sankhla,Heera lal Ashok kumar,6973531,"Village Khara, Khasra No. 1016/227",Bikaner,Rajasthan,7486,29-Aug-2024,28-Aug-2029,9414142679,Inactive,INSUFFICIENT INSURANCE
Asian Warehousing LTD,Asian Warehousing Ltd,6813331,"Kota -Jaipur Road,NH-52, Near Railway Over Bridge Devpura",Bundi,Rajasthan,10000,12-Dec-2023,11-Dec-2028,8949641244,Inactive,INSUFFICIENT INSURANCE
AVINASH KABRA,Shreenidhi Logistic,4580374,"KH No Old 63/2 & New KH No 77, Jaroda Road Poonjiyas",Nagaur,Rajasthan,11802,02-Sep-2026,02-Sep-2031,9829093127,Active,
Babu Lal,Shri Balaji Warehouse,6676803,"Khasra No. 26/2 & 26/4, Village Eka Bhatiyan, Tehsil Phalodi,",Jodhpur,Rajasthan,5645,24-Jan-2023,23-Jan-2028,9460105929,Inactive,INSUFFICIENT INSURANCE
BADRILAL PATIDAR,Shree Ram Warehouse,6702633,"Village-Post, Sidhpura, Pratapgarh",Pratapgarh,Rajasthan,3130,31-Mar-2023,30-Mar-2028,8619083788,Inactive,INSUFFICIENT INSURANCE
BAGDA RAM,M/s Shree Vinayak Warehouse,6664742,"Khasra No. 912/881,914/905 (881/15 & 881/16 (Old)), Bypass Road, Village Mathaniya,",Jodhpur,Rajasthan,2334,22-Dec-2022,21-Dec-2027,9928604594,Active,
BAHARAWANDA KALAN GRAM SEWA SAHAKARI SAMITY LTD,BAHRAWANDA KALA GRAM SEWA SAHAKARI SAMITY LTD,4580410,"BAHRAWANDA KALA,",Sawai Madhopur,Rajasthan,500,02-Sep-2026,02-Sep-2031,9929954016,Active,
BAMNIYA GRAM SEWA SAHAKARI SAMITI LIMITED,BAMNIYA GRAM SEWA SAHAKARI SAMITI LIMITED,4577174,"bamniya, bhilwara",Bhilwara,Rajasthan,500,04-Aug-2026,04-Aug-2031,9461531470,Active,
Baraju Devi,M/s Maa Ashapura Warehouse,6663306,"Khasra No. 881/11 & 881/13, Village Mathania, Tehsil Tinwari,",Jodhpur,Rajasthan,3068,15-Dec-2022,14-Dec-2027,9929720812,Inactive,INSUFFICIENT INSURANCE
Barkha Ceramics Company Private Limited,PWS Warehouse,6770226,"Bagar Ratan Sahar Station Road,",Jhunjhunu,Rajasthan,10000,09-Aug-2023,08-Feb-2028,7014443299,Inactive,INSUFFICIENT INSURANCE
Bhagwati Devi,Raj Warehousing,6532444,"Chak 1 GB (A) Sarupsar Road Jaitsar,",Ganganagar,Rajasthan,8665,13-Sep-2021,12-Sep-2026,9587559000,Inactive,INSUFFICIENT INSURANCE
BHAGWATI DEVI,Raj warehousing Srivijaynagar,7005390,"Chak 33 GB Raisinghnagar Road,",Ganganagar,Rajasthan,6800,30-Dec-2024,29-Dec-2029,9414092045,Inactive,INSUFFICIENT INSURANCE
Bhairu Gunjal,Bhomia warehouse,6972186,"Khasra No. 323/2928, 329, 329/3307 Village Daurai, Beawar Road",Ajmer,Rajasthan,8000,28-Aug-2024,27-Feb-2029,9314394625,Inactive,INSUFFICIENT INSURANCE
Bharti Bharti,Kalwa Warehouse,6784987,"Khata No-384/335 ,Khasra No-1071/240, Sardarsahar Road At Village &  Patwar",Hanumangarh,Rajasthan,8200,25-Sep-2023,24-Jun-2028,9982822682,Inactive,INSUFFICIENT INSURANCE
BHATIWAD GRAM SEVA SAHAKARI SAMITI LIMITED,Bhatiwar Gram Seva Sahakari Samiti,4578692,"VPO.BHATIWAR, VPO.BHATIWAR",Jhunjhunu,Rajasthan,500,18-Aug-2026,18-Aug-2031,9887483740,Active,
Bhoma Choudhary,Kissan Warehouse,6954002,"Khasra No. 34 & 35, Village Bhainser Kotwali, Tehsil Tinwari",Jodhpur,Rajasthan,6673,02-Jul-2024,01-Jul-2029,9928364622,Inactive,INSUFFICIENT INSURANCE
BHUNAS BAHUUDDESHIYA SAHAKARI SAMITI BHUNAS,BHUNAS BAHUUDDESHIYA SAHAKARI SAMITI BHUNAS,4577010,"NH 758 BHUNAS,",Bhilwara,Rajasthan,1000,31-Jul-2026,31-Jul-2031,8107076111,Active,
Bikaner Agro Food Industries Private Limited,Bikaner Agro Food Industries Pvt. Ltd.,7117179,"F-360-364 & F-639 to F-643., Karni Industrial Area(Extn.), Bikaner",Bikaner,Rajasthan,6200,22-Jul-2025,21-Jul-2030,9899113750,Active,
bindu bkn,NIKHIL AGRO SERVICES,6804967,"KHARA IND AREA BIKANER, BIKANER",Bikaner,Rajasthan,8432,21-Nov-2023,20-Nov-2028,8005647237,Inactive,INSUFFICIENT INSURANCE
bindu bkn,singhania agro warehouse,6679773,"17km milestone, sriganganagar road,bikaner",Bikaner,Rajasthan,3602,03-Feb-2023,02-Feb-2028,8005647237,Inactive,INSUFFICIENT INSURANCE
BOREKHEDA GRAM SEWA SAHAKARI SAMITI,BORKHEDA GRAM SEWA SAHKARI SAMITI LTD.1252R,4571338,"SHAGUN RESIDENCY, NAYANOHRA, BARAN ROAD, BORKHEDA",Kota,Rajasthan,500,12-Jun-2026,12-Jun-2031,9950162195,Active,
C R PRIME FOODS INTERNATIONAL PVT LTD,C R Prime Foods International pvt. Ltd,7107725,"E-5A, RICCO Industrial Area, Nokha, Bikaner, Rajasthan",Bikaner,Rajasthan,5430,30-Jun-2025,29-Jun-2030,7230046121,Active,
Central Warehousing Corporation,CW BHARATPUR,4591649,"Plot no. G-162 to 165&F-166 to 171 brij industries area behind Nafed plant phase II hathniroad,Bharatpur321301,",Bharatpur,Rajasthan,13991,21-Oct-2024,16-Dec-2029,9868924092,Active,
Central Warehousing Corporation,CW KOTPUTLI,4611652,"CW, Near cement factory, vill. Ramsinghpuragopalpura road, Kotputli, Distt. Jaipur,",Jaipur,Rajasthan,16038,18-Nov-2024,16-Dec-2029,9868924092,Active,
Central Warehousing Corporation,CW SRIGANGANAGAR-II,6944193,"UDYOG VIHAR, PLOT NO E-194 TO 202, SRIGANGANAGAR,",Ganganagar,Rajasthan,33000,14-Jun-2024,13-Jun-2029,9868924092,Active,
Central Warehousing Corporation,"Central Warehouse , Malakhera (Alwar)",7059579,"KH. No. 2276-77 , Haldina- MIA Road , Malakhera, Alwar - 304106,",Alwar,Rajasthan,8035,28-Mar-2025,27-Mar-2030,9868924092,Active,
Central Warehousing Corporation,"CENTRAL WAREHOUSE, SADULPUR",6713523,"Khasra No. 15, Village Ludi Kumba,Gulpura, Tehsil Rajgarh, District Churu(Raj.)",Churu,Rajasthan,16940,01-May-2023,30-Apr-2028,9868924092,Inactive,EFFECTIVE CONTROL VALIDITY EXPIRED
Central Warehousing Corporation,CW SADULPUR,7175045,"GULPURA ROAD NEAR NH 52 SADULPUR,",Churu,Rajasthan,18333,28-Nov-2025,27-Nov-2030,9868924092,Active,
Central Warehousing Corporation,CW Bagar,7027170,"Ward No. 4, Bagar-Makhar Road,",Jhunjhunu,Rajasthan,14855,28-Feb-2025,27-Feb-2030,9868924092,Active,
Central Warehousing Corporation,CW KHIVSAR 2,7176126,"KISTURI WAREHOUSE KHIVSAR,",Nagaur,Rajasthan,7005,29-Nov-2025,28-Nov-2030,9868924092,Active,
Central Warehousing Corporation,CW MERTA CITY,7176035,"SHREE DARIYAV WAREHOUSE, KHASARA NO. 6381/6068, ON THE WAY FROM MERTA TO PRITHVIPURA, MERTA CITY, NAGAUR, 341510,",Nagaur,Rajasthan,9207,29-Nov-2025,28-Nov-2030,9868924092,Active,
Central Warehousing Corporation,"Central Warehousing Corporation, Sikar",1000215,"Sikar,",Sikar,Rajasthan,17000,10-Aug-2023,09-Aug-2028,9868924092,Active,
Central Warehousing Corporation,CW KOTA-I,6958508,"DCM Road Near Aerodrum Circle, Opp. RTO",Kota,Rajasthan,8770,12-Jul-2024,11-Jul-2029,9868924092,Active,
Central Warehousing Corporation,CW KOTAIII,5751671,"CW, P.N.SP.-1,KuberIndus.Area, Ranpur, Kota-III,",Kota,Rajasthan,35000,31-Jan-2025,30-Jan-2030,9868924092,Active,
Central Warehousing Corporation,CW HANUMANGARH-I,6959134,"Sector-8, Opp. Dhan Mandi",Hanumangarh,Rajasthan,20700,18-Jul-2024,17-Jul-2029,9868924092,Active,
Central Warehousing Corporation,CENTRAL WAREHOUSE-I SRIGANGANAGAR,6937536,"KARNI MARG, NEAR POWER HOUSE",Ganganagar,Rajasthan,26945,03-Jun-2024,02-Jun-2029,9868924092,Active,
Central Warehousing Corporation,CENTRAL WAREHOUSE CHAKSU,6716047,"Godown No 2, Warehouse at 1,, Nimodiya, Chaksu, Jaipur",Jaipur,Rajasthan,6295,12-May-2023,11-May-2028,9868924092,Active,
Central Warehousing Corporation,CW DESHNOKE 1,7176308,"M/S KALPVRAKSH IMPEX PVT LTD & M/S NAVIYOT IMPEX DESHNOKE-1, BIKANER,",Bikaner,Rajasthan,24085,29-Nov-2025,28-Nov-2030,9868924092,Active,
Central Warehousing Corporation,CW TINWARI,7175946,"M/S SHIV SHAKTI WAREHOUSE, 815/450 TINWARI, JODHPUR,",Jodhpur,Rajasthan,7098,29-Nov-2025,28-Nov-2028,9868924092,Active,
Central Warehousing Corporation,CW Hanumangarh-IV,4566674,"CHAK 45, SANGARIA ROAD, HANUMANGARH JUNCTION,",Hanumangarh,Rajasthan,56840,11-May-2026,11-May-2031,9868924092,Active,
Central Warehousing Corporation,CW BARAN,4691648,"Sp.no.01, RIICO Indl.area, Kota-Baran, Baran 325205,",Baran,Rajasthan,50911,09-Oct-2024,18-Dec-2029,9868924092,Active,
Central Warehousing Corporation,Central Warehousing Corporation - Bikaner - I,1000421,"Behind Sabji Mandi Pugal Road,",Bikaner,Rajasthan,24840,10-Aug-2023,25-Sep-2028,9868924092,Active,
Central Warehousing Corporation,"Central Warehousing Corporation, Bikaner - II",1000413,"Opposite Engineering Collage Karni Industrial Area, Phase - II,,",Bikaner,Rajasthan,33640,29-Aug-2023,16-Dec-2027,9868924092,Active,
Central Warehousing Corporation,"Central Warehousing Corporation, Shrimadhopur",1000207,"Sikar,",Sikar,Rajasthan,20580,10-Aug-2023,18-Aug-2028,9868924092,Active,
Central Warehousing Corporation,CW SITAPURA-II,5051657,"P.N. SP-1, RIICO Indus. Area, Sitapura, Jaipur-302022,",Jaipur,Rajasthan,66762,18-Oct-2024,28-Dec-2029,9868924092,Active,
Central Warehousing Corporation,"Central Warehousing Corporation, Jhunjhunu",1000538,"Plot no. SP-287, RIICO Industrial Area, Phase -II,",Jhunjhunu,Rajasthan,22454,01-Sep-2023,05-Sep-2028,9868924092,Active,
Central Warehousing Corporation,Central Warehousing Corporation - Deoli,1000439,"SPL - 4, RIICO Industrial Area,,",Tonk,Rajasthan,19010,01-Sep-2023,05-Sep-2028,9868924092,Active,
Central Warehousing Corporation,CW HANUMANGARH-II,6928626,"Plot no. SPL-1 to 4, RIICO Industrial Area, Phase-II",Hanumangarh,Rajasthan,47840,15-May-2024,14-May-2029,9868924092,Active,
Central Warehousing Corporation,CW KOTA-II,6931059,"ROAD NO-1, IPIA, NEAR DAKANIYA RAILWAY STATION",Kota,Rajasthan,45000,16-May-2024,15-May-2029,9868924092,Active,
Central Warehousing Corporation,CW Nagaur-II,6994503,"Khasra No. 311/214, Rohi-Chimrani, Teh. Mundawa",Nagaur,Rajasthan,10159,13-Nov-2024,12-Nov-2029,9868924092,Active,
Central Warehousing Corporation,CW CHURU,7102320,"KANAK COMPLEX , KHATA NO. 37, KHASRA NUMBER 454/222, KHARIYA, CHURU,",Churu,Rajasthan,6984,09-Jun-2025,08-Jun-2030,9868924092,Active,
Central Warehousing Corporation,CW CHOMU,4311640,"CW, Via Udaipuriya,P.O.Bhopawas, Th. Chomu, Distt. Jaipur,",Jaipur,Rajasthan,63876,09-Oct-2024,14-Dec-2029,9868924092,Active,
Chandra Shekhar,Shri Ram Warehouse,6650253,"Khasra No. 119/1, 119/6, Village Chopasni Charnan, Tehsil Tinwari,",Jodhpur,Rajasthan,5565,09-Nov-2022,08-Nov-2027,9414163932,Active,
CHAVAND VRAHAT KRISHI BAHUDHESHY SAHAKARI SAMITI,Chawand Pacs,4579492,"Chawand,",Salumbar,Rajasthan,500,28-Aug-2026,28-Aug-2031,9929653393,Active,
Chuki Devi,M/s Shiv Shakti Warehouse,6715593,"Khasra No 815/450, Village & Tehsil Tinwari,",Jodhpur,Rajasthan,6761,10-May-2023,09-May-2028,9828509700,Inactive,INSUFFICIENT INSURANCE
DADANPUR gss,DADANPUR GSS,4577392,"DADANPUR, TODABHIM",Karauli,Rajasthan,500,05-Aug-2026,05-Aug-2031,9649789099,Active,
DEVA RAM,Shiv Shankar Warehouse,6715866,"Khasra No. 719/382 (Old), 865/836 & 834/719 ( New), Village Kumprawas,, Kumpras Chhapari Khurd, Tehsil Merta Road,",Nagaur,Rajasthan,2983,10-May-2023,09-May-2028,9636370060,Active,
DEVENDRA PATIDAR,New Shree Ram Warehouse,6710461,"Village-Post, Sidhpura, Pratapgarh",Pratapgarh,Rajasthan,3120,19-Apr-2023,18-Jan-2028,9950760085,Inactive,INSUFFICIENT INSURANCE
DEVI DAGA,Pawan Putra Warehouse,6712988,"Khasra No. 97/12, 97/14, 97/17, Village Bhaiserkutri, Tehsil Tinwari,",Jodhpur,Rajasthan,2336,28-Apr-2023,27-Apr-2028,9928538301,Inactive,INSUFFICIENT INSURANCE
DEVLI GRAM SEVA SAHAKARI SAMITI LTD 491 R,BAHUUDDESHIYA PRATHMIK DEVLI GRAM SEWA SAHAKARI SAMITI LTD 491 R,4568638,"DEVLI MANJHI,",Kota,Rajasthan,500,22-May-2026,22-May-2031,9079947931,Active,
Dhan Raj,M/s Kisturi Warehouse,6681126,"Khasra No.1397/114, Gram Lalawas, Tehsil Khinwsar,",Nagaur,Rajasthan,6662,09-Feb-2023,08-Feb-2028,9783733333,Inactive,INSUFFICIENT INSURANCE
Dhanni Devi,SHREE LUMBA RAM WAREHOUSE,6569974,"KHASRA NO 209/5,VILLAGE - LOHAWAT, BISNAWAS,",Jodhpur,Rajasthan,3333,20-Apr-2022,19-Apr-2027,9772987353,Inactive,INSUFFICIENT INSURANCE
DHAPU DEVI,Gosai Warehouse,7166762,"Khasra No. 667/3, Village Newra Road,, Tehsil Osian",Jodhpur,Rajasthan,3503,30-Oct-2025,29-Oct-2030,9414560525,Active,
DHULET GRAM SEWA SAHAKARI SAMITI LTD 18/1155R,BAHUUDDESHIYA PRATHMIK  DHULET GRAM SEWA SAHAKARI SAMITI LTD18/1155,4575256,"VILL DHULET,",Kota,Rajasthan,500,16-Jul-2026,16-Jul-2031,9950835880,Active,
DHURARAM KULHARIA,Dhuraram Kulharia Warehouse,7167752,"Plot No. 170, Village Ankhisar, Nokha, Bikaner",Bikaner,Rajasthan,1400,03-Nov-2025,02-Nov-2030,9982000468,Active,
DHURARAM KULHARIA,Dhuraram Kulharia Warehouse,6808208,"khasra no 2385/1755 , PLOT NO 2058/2057, Rohi Charakara , Nokha",Bikaner,Rajasthan,3336,30-Nov-2023,29-Nov-2028,9982000468,Active,
DINESH DOSHI,KK WAREHOUSE,6816219,"Araji No.86/63, 87/83, 49/3, and 49/5, Vill -Devliya, Pratapgarh Road,, DHARIYAWAD",Pratapgarh,Rajasthan,3300,15-Dec-2023,14-Dec-2028,8850794301,Inactive,INSUFFICIENT INSURANCE
dodwadi gram sewa sahkari samiti limited,DODWADI GRAM SEWA SAHAKARI SAMITI LTD.,4576156,"GRAM DODWADI, Th. PEEPLU",Tonk,Rajasthan,500,27-Jul-2026,27-Jul-2031,9587602063,Active,
Dudi Enterprises,Dudi Enterprises,4575992,"Bandhnau Utrada, Bikaner Road, Bandhnau Utrada",Churu,Rajasthan,6104,24-Jul-2026,24-Jul-2031,9602666910,Active,
DUG GRAM SEVA SAHKARI SAMITI LTD,DAG GRAM SEVA SAHKARI SAMITI LTD,4572256,"INFRONT OF BUS STAND, DAG",Jhalawar,Rajasthan,500,23-Jun-2026,23-Jun-2031,9530101456,Active,
DUNDLOD GRAM SEVA  SAHKARI SAMITI LIMITED,DUNDLOD GRAM SEVA SAHKARI SAMITI,4571438,"DUNDLOD, JHUNJHUNU",Jhunjhunu,Rajasthan,500,12-Jun-2026,12-Jun-2031,6378468848,Active,
Durga Ram,Siddharth Roj Warehouse,7049406,"Khasra No.471/1, Village Dangiyawas, Tehsil & District Jodhpur",Jodhpur,Rajasthan,10640,25-Mar-2025,24-Mar-2030,9929216397,Inactive,INSUFFICIENT INSURANCE
Gajendra Sankhla,M/s Vedarth International,6662043,"Khasra No.874/12, By Pass Road, Village Mathania, Tehsil Tinwari,",Jodhpur,Rajasthan,4208,12-Dec-2022,11-Dec-2027,9829429239,Active,
GANESH ENTERPRISES,GANESH ENTERPRISES,6534424,"PLOT NO E 2-3-4 Phase 2nd, RIICO PHASE II SANGARIA",Hanumangarh,Rajasthan,11083,29-Sep-2021,28-Sep-2026,9414093228,Inactive,INSUFFICIENT INSURANCE
GANESH GOYAL,Ganesh & Company,6540637,"Plot No. G-36,39,40 Phase  2nd RIICO Industrial Area Sangaria,",Hanumangarh,Rajasthan,3214,09-Nov-2021,08-Nov-2026,9587152000,Inactive,INSUFFICIENT INSURANCE
GAURAV DOGRA,GAURAV DOGARA,7190432,"KHASARA NO 1255/1232, VILLAGE -KUNWARTI,DISTT, BUNDI,",Bundi,Rajasthan,5004,16-Jan-2026,15-Jan-2031,8619218716,Active,
GAURAV GOYAL,GOYAL LOGISTICS,6738637,"KILLA NO. 23/4, SQUARE NO. 28, CHAK 47 LNP IInd, Beenjhbayla To pakka Sahrna Road",Ganganagar,Rajasthan,1021,16-Jun-2023,15-Jun-2028,9782191111,Inactive,INSUFFICIENT INSURANCE
Geeta Geeta,Geeta Devi Parihar,6637201,"khasra No. 119/10,Village Chopasni Charnan, tehsil Tinwari,",Jodhpur,Rajasthan,4995,28-Sep-2022,27-Sep-2027,9414163932,Active,
GOL GRAM SEVA SAHAKARI SAMITI LIMITED GOL,GOL GRAM SEVA SAHAKARI SAMITI LIMITED GOL,4580156,"Near Shardul Singh ji Temple, Jawal- Paldi road, Gol",Sirohi,Rajasthan,500,31-Aug-2026,31-Aug-2031,9982625305,Active,
Gomi Devi,VIJAY LAXMI AGRI WAREHOUSE,6547830,"KH.NO 218,219 & 220 VILL CHAUPASNI CHARANA TEH OSIAN,",Jodhpur,Rajasthan,5952,29-Dec-2021,28-Dec-2026,9414802790,Active,
Gopal Bagara,Shri Shyam Warehouse,7181886,"Khasra No. 4855/4804,, Village kaladera, Tehsil Chomu",Jaipur,Rajasthan,7200,19-Dec-2025,18-Dec-2030,9261129045,Active,
GOPAL JHANWAR,Gopal Jhanwar,4576356,"Aditya Industrial Estate, Plot No.11 on Khasara No. 52/4, 52/5, 53/4, 53/5, 53/10, 53/11, 53/20, 53/28, 53/33 to 53/41 to 53/51, 53,, AGRO Based Industries at Village Salawas Jodhpur",Jodhpur,Rajasthan,2004,29-Jul-2026,29-Jul-2031,9829453856,Active,
Gopal Sharma,GOPAL KRISHAN SHARMA,7086390,"KHASRA NO. 887/1077/1, 900, 903/1, 883/1076 VILLAGE JHEERA, TEHSIL CHOMU, JAIPUR, RAJASTHAN - 303712",Jaipur,Rajasthan,4892,09-May-2025,08-May-2030,9829068809,Inactive,INSUFFICIENT INSURANCE
GOVIND SINGH,Govind Krishak Bhandar,7102866,"Khasra No.1577, Agheya Road, Kumher",Bharatpur,Rajasthan,6107,11-Jun-2025,10-Jun-2030,9784690917,Active,
GUDDI DEVI,BALAJI WAREHOUSE,5991643,"KHASRA NO 895/2 , Village Mathania,",Jodhpur,Rajasthan,3224,30-Jun-2026,30-Jun-2031,9928157589,Active,
GUDDI DEVI,Balaji warehouse -2,6814958,"SHUBHAM DHARM KATE KE PASS BAIPASS ROAD MATHANIYA,",Jodhpur,Rajasthan,3737,13-Dec-2023,12-Dec-2028,9928157589,Active,
Gurmeet Sadhu,Malwa Agro Warehouse,6621098,"14 BGD 6BLM VijayNagar,",Ganganagar,Rajasthan,7448,25-Aug-2022,24-Aug-2027,8058383580,Inactive,INSUFFICIENT INSURANCE
HANSO DEVI,Maa Pitambra Warehouse,6643324,"Pinahat Road,",Dholpur,Rajasthan,2500,20-Oct-2022,19-Oct-2027,9783860714,Inactive,INSUFFICIENT INSURANCE
Hanumangarh Farmer Producer Company Limited,Hanumangarh Farmer Producer Company Limited,6549810,"Chak 9 SSW Sy. No. 152/296, M. No. 13, K. No. 14/0.126, 15/0.253, 16/0.253, 17/0.127",Hanumangarh,Rajasthan,6825,17-Jan-2022,16-Jan-2027,9928892280,Active,
HANUMANT WAREHOUSE,HANUMANT WAREHOUSE,7171986,"KH.NO -186/1,KOSIYANADA,MERTA ROAD MARG,MERTA CITY,NAGAUR,",Nagaur,Rajasthan,7075,24-Nov-2025,23-Nov-2030,9414408320,Active,
Hardik Agritrade Private Limited,Hardik Agritrade Private Limited,4579856,"Chak 17 ML, Sq No. 43, Killa No. 1,2,9,10",Ganganagar,Rajasthan,9600,31-Aug-2026,31-Aug-2031,9413960009,Active,
HARI AGRO INDUSTRIES,HARI AGRO INDUSTRIES,4577256,"KRISHI UPAJ MANDI SAMITI, SHRIMADHOPUR",Sikar,Rajasthan,1500,05-Aug-2026,05-Aug-2031,9413922501,Active,
Harshvardhan Gupta,Budakiya Trading Company,6654123,"Chak 12 ,2074 to 2077 Khata No 2074 to 2077,",Ganganagar,Rajasthan,6384,29-Nov-2022,28-Nov-2027,9314655555,Inactive,INSUFFICIENT INSURANCE
HUKAM JAIN,P.P. INTERNATIONAL,6977581,"KHASARA NO 598 VILLAGE KASAR, LADPURA KOTA,",Kota,Rajasthan,4002,17-Sep-2024,16-Sep-2029,9785089754,Inactive,INSUFFICIENT INSURANCE
IFSA SEEDS PVT LTD,IFSA SEEDS PVT LTD.,6842850,"G-47, CLUB, 3rd Phase, Agro Food Park RIICO, Ganganagar",Ganganagar,Rajasthan,4994,20-Jan-2024,19-Jan-2029,9414873465,Inactive,INSUFFICIENT INSURANCE
Igaya Ram,Shree Ram Warehouse,6662498,"Khasra No. 839, Jodhpur Mathania Bypass Road, Village Mathania, Tehsil Tinwari,",Jodhpur,Rajasthan,6505,12-Dec-2022,11-Dec-2027,8764032671,Inactive,INSUFFICIENT INSURANCE
INDIAN WAREHOUSING CORPORATION LIMITED,INDIAN WAREHOUSING CORPORATION LIMITED,7033475,"KHASRA NO. 679,680,683,689 NH 52, KOTA JHALAWAR ROAD NEAR VILL. KASAR KOTA,",Kota,Rajasthan,9917,06-Mar-2025,05-Mar-2030,7891517190,Active,
